"operating_income_per_share","1.69","0.95","0.82","5.34","7.58","8.1","8.949999999999999","11.01","13.14","12.05","13.68","13.45","11.66","6.41","22.15","15.76","10.95","10.16"
"pretax_income_per_share","1.67","-14.51","-7.59","16.02","6.17","7.25","8.76","10.96","13.32","12.46","13.77","13.65","11.48","4.15","20.32","14.56","8.06","7.93"
"fcf_per_share","1.36","0.47","-2.74","2.62","3.16","6.46","5.74","8.73","9.449999999999999","8.01","9.17","8.65","6.42","4.36","17.17","12.89","10.46","8.25"
"book_value_per_share","","-10.54","-15.69","20.49","18.61","19.37","21.95","16.02","14.11","14.46","22.43","26.72","23.17","24.26","35.89","38.85","40.06","40.21"
"tangible_book_per_share","","-14.52","-18.99","16.69","15.53","16.55","19.31","13.45","11.58","11.89","19.58","19.58","15.35","16.17","28.2","31.26","33.04","33.28"
"payout_ratio","","","","","0.15","0.29","0.3","0.34","0.32","0.36","0.29","0.33","0.43","0.99","0.27","0.4","0.76","0.77"
"revenue_growth","","1.96","-0.39","0.33","0.17","-0.06","-0.03","0.04","-0.28","-0.11","0.18","0.13","-0.11","-0.2","0.66","0.09","-0.19",""
"gross_profit_growth","","","-0.24","1.78","0.35","0.06","0.06","0.09","0.06","-0.15","0.07000000000000001","0.01","-0.16","-0.37","1.59","-0.25","-0.2",""
"ebitda_growth","","0.72","-0.09","0.86","0.27","0.07000000000000001","0.08","0.1","0.06","-0.15","0.08","-0.02","-0.16","-0.35","1.49","-0.27","-0.21",""
"operating_income_growth","","-0.44","-0.14","5.56","0.43","0.08","0.09","0.12","0.07000000000000001","-0.17","0.08","-0.04","-0.21","-0.48","2.45","-0.3","-0.31",""
"pretax_income_growth","","-9.710000000000001","0.48","3.12","-0.61","0.19","0.19","0.14","0.09","-0.16","0.05","-0.03","-0.24","-0.66","3.9","-0.3","-0.45",""
"net_income_growth","","-12.08","0.61","4.54","-0.79","0.33","0.35","0.08","0.07000000000000001","-0.14","0.27","-0.04","-0.28","-0.58","2.95","-0.31","-0.46",""
"eps_diluted_growth","","-12.08","0.61","1.55","0.35","0.32","0.37","0.18","0.2","-0.05","0.34","-0.02","-0.2","-0.5600000000000001","2.95","-0.29","-0.45",""
"shares_diluted_growth","","","","","0.01","0.01","-0.01","-0.09","-0.11","-0.1","-0.05","-0.03","-0.09","-0.05","","-0.02","-0.01",""
"cash_and_equiv_growth","","","-0.35","6.57","-0.75","1.57","0.63","-0.77","-0.1","-0.05","0.74","-0.78","1.58","1.05","-0.17","0.46","0.58",""
"ppe_growth","","","-0.08","-0.53","0.02","0.05","0.1","0.04","0.03","0.13","0.08","0.13","0.25","0.02","0.04","0.04","",""
"total_assets_growth","","","-0.03","-0.08","-0.1","0.06","0.13","-0.11","-0.06","0.03","0.12","0.08","0.08","0.16","0.04","-0.01","0.02",""
"total_equity_growth","","","-0.49","2.31","-0.08","0.05","0.12","-0.33","-0.21","-0.08","0.47","0.16","-0.21","-0.01","0.48","0.06","0.02",""
"cfo_growth","","-0.08","-1.72","3.57","0.42","0.67","0.01","0.25","-0.03","-0.04","-0.07000000000000001","0.05","-0.09","-0.31","1.26","-0.2","-0.19",""
"capex_growth","","-1.01","0.08","0.29","-0.96","-0.01","-0.47","0.04","0.04","-0.5600000000000001","0.31","-0.36","-0.28","0.28","-0.01","0.04","0.19",""
"fcf_growth","","-0.66","-6.88","1.96","0.22","1.06","-0.12","0.39","-0.03","-0.24","0.09","-0.08","-0.33","-0.36","2.94","-0.26","-0.19",""
"shares_eop","564","564","564","564.554","569.3390000000001","572.011","548.824","486.969","440.15","404","394.512","375.697","333.477","334.015","329.536","326","324.483","325.62"
"dividends","","","","","0.55","1.45","2","2.7","3.04","3.33","3.55","4","4.15","4.2","4.44","4.7","4.94","5"
"price_to_earnings","","","","1.91","8.619999999999999","11.47","11.42","9.26","8.550000000000001","9.029999999999999","8.92","6.66","9.289999999999999","21.56","5.42","6.97","14.59","15.75"
"price_to_book","","","","1.67","1.74","2.92","3.52","4.63","5.82","5.71","4.86","3.01","3.85","3.78","2.54","2.12","2.36","2.54"
"price_to_sales","","","","0.47","0.38","0.72","1","0.85","1.17","1.19","1.26","0.8","0.91","1.1","0.66","0.54","0.75","0.82"
"price_to_tangible_book","","","","2.06","2.08","3.42","4","5.52","7.09","6.94","5.57","4.1","5.81","5.67","3.23","2.64","2.86","3.07"
"price_to_fcf","","","","13.09","10.22","8.76","13.46","8.5","8.69","10.3","11.89","9.279999999999999","13.9","21.01","5.3","6.4","9.039999999999999","12.4"
"market_cap","","","","19420.6576","18497.82411","32656.10799","44059.59072","38660.46891","38249.035","34655.12","43522.56384","31242.96252","31506.90696","30615.8149","30393.10528","27067.78","30851.84364","33278.43448"
"period_end_price","","","","34.4","32.49","57.09","80.28","79.39","86.90000000000001","85.78","110.32","83.16","94.48","91.66","92.23","83.03","95.08","95.08"
