"cfo_deferred_tax","51.297","-19.404","-21.32","-26.138","-41.46","-21.619","-8.432","-12.219","-28.943","-24.1","-30.153","-11.55","-9.391","-1.754","-18.615","-23.684","18.464","-93.349","-68.45399999999999","-68.354"
"cfo_stock_comp","8.81","2.88","2.16","4.86","8.119999999999999","237.12","18.25","21.12","24.67","27.58","29.21","24.9","28.52","29.16","32.86","33.98","44.18","52.61","68.67","73.38"
"cfo_other_noncash_items","6.785","1.035","20.855","15.127","35.523","-38.368","-40.421","-13.507","51.737","30.665","41.102","52.093","74.867","87.2","95.611","111.656","180.716","214.83","287.366","301.802"
"cf_cfo","117.995","139.226","10.072","89.277","271.157","-22.914","442.378","254.268","160.117","232.242","279.451","388.933","453.306","581.58","623.871","789.941","453.134","1945.577","512.611","1144.432"
"cfi_ppe_net","20.318","0.008999999999999999","0.041","-62.812","0.2","-23.095","-36.347","-54.786","-78.239","7.123","0.01","-127.646","0.012","-132.688","-156.389","-155.532","-215.987","-306.596","-403.286","-423.058"
"cfi_acquisitions_net","-2.02","","-93.68899999999999","-13.258","","","-41.977","-45.259","-2.5","","","","-322.821","-27.928","-25.853","-30.556","-245.913","-56.458","-453.475","-212.308"
"cfi_investment_net","-0.624","-7.376","0.111","-0.132","-0.015","0.8080000000000001","-1.685","0.89","6.615","-1.748","-1.252","0.98","-2.969","-1.137","1.255","-1.411","3.259","-13.346","-3.425","-3.925"
"cfi_intangibles_net","","","-3.444","","","","","","","-9","","","-160.321","-27.928","","","","","",""
"cfi_other","-28.474","-23.038","-71.294","","-13.909","-16.905","14.451","7.486","-0.68499999999999","-89.50700000000001","-73.706","","48.411","27.928","2.8421709430404E-14","2.8421709430404E-14","-5.6843418860808E-14","","-1.1368683772162E-13",""
"cf_cfi","-10.8","-30.405","-168.275","-76.202","-13.724","-39.192","-65.55800000000001","-91.669","-74.809","-93.13200000000001","-74.94799999999999","-126.666","-437.688","-161.753","-180.987","-187.499","-458.641","-376.4","-860.186","-639.2910000000001"
"cff_common_stock_net","-1336.514","","","0.217","-0.181","41.802","-89.03700000000001","-199.121","-219.091","-275.079","-390.835","-25.013","-113.728","-417.891","-500.37","-150.036","-90.011","-325.031","-1100.101","-895.082"
"cff_pfd_net","","","","","","","","","","","","","","","","","","","",""
"cff_debt_net","-27.213","2.299","101.736","16.69","-97.962","-25.447","-53.971","-34.162","212.378","99.16200000000001","573.779","-18.961","198.284","-23.807","33.058","-56.869","477.944","-101.108","1018.573","1004.555"
"cff_dividend_paid","-55.086","","","","","","","-248.809","-68.008","-95.616","-95.81399999999999","-89.081","-90.273","-88.36","-82.59699999999999","-79.09699999999999","-80.095","-79.833","-92.19","-91.017"
"cff_other","1332.771","-0.549","-0.6929999999999999","1.254","0.064999999999998","86.36499999999999","67.752","64.982","39.736","28.171","20.564","5.689","57.146","46.695","16.684","10.816","-29.001","1.701","-34.814","-78.98"
"cf_cff","-86.042","1.75","101.043","18.161","-98.078","102.72","-75.256","-417.11","-34.985","-243.362","107.694","-127.366","51.429","-483.363","-533.225","-275.186","278.837","-504.271","-208.532","-60.524"
"ebitda","135.968","245.618","310.076","326.125","340.48","139.496","445.597","399.334","464.4","481.675","465.28","507.957","616.366","865.568","1036.105","908.928","960.831","1525.264","1985.784","1952.941"
"capex","20.318","0.008999999999999999","0.041","-62.812","0.2","-23.095","-36.347","-54.786","-78.239","7.123","0.01","-127.646","0.012","-132.688","-156.389","-155.532","-215.987","-306.596","-403.286","-423.058"
"fcf","138.313","139.235","10.113","26.465","271.357","-46.009","406.031","199.482","81.878","239.365","279.461","261.287","453.318","448.892","467.482","634.409","237.147","1638.981","109.325","721.374"
"book_value","","626.917","747.1660000000001","790.312","850.875","1173.755","1344.748","1140.02","1099.971","971.6","715.61","820.995","965.008","974.073","1023.873","1314.854","1670.533","2167.552","2078.979","2269.881"
"tangible_book_value","","-1157.531","-1224.713","-1157.757","-1039.574","-679.688","-527.008","-735.0309999999999","-725.912","-824.942","-1042.259","-898.8390000000001","-876.854","-1000.345","-919.6130000000001","-596.498","-426.938","97.408","-449.254","-261.858"
"roa","","0.02","0.02","0.01","0.01","-0.02","0.05","0.04","0.05","0.04","0.04","0.04","0.05","0.08","0.1","0.08","0.06","0.1","0.11","0.1"
"roe","","0.11","0.09","0.06","0.06","-0.06","0.14","0.12","0.16","0.17","0.2","0.25","0.27","0.45","0.5600000000000001","0.4","0.31","0.44","0.5","0.46"
"roic","","0.03","0.03","0.02","0.02","-0.02","0.07000000000000001","0.06","0.07000000000000001","0.07000000000000001","0.06","0.06","0.07000000000000001","0.13","0.16","0.12","0.11","0.17","0.19","0.17"
